subject,id,task,num,severity,flags,question
mln,230,all,230,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Khi phân chia thể chế theo các yếu tố cấu thành lĩnh vực cốt lõi của xã hội, thể chế được phần chia (nhiều phương án)"
mln,231,all,231,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Chi phí sản xuất tư bản chủ nghĩa"
mln,232,all,232,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Nhân tố nào là cơ bản thúc đẩy chủ nghĩa tư bản ra đời nhanh chóng?"
mln,233,all,233,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Độc quyền nhà nước trong chủ nghĩa tư bản hình thành dựa trên"
mln,235,all,235,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Nếu nhà tư bản trả đúng giá trị sức lao động của người công nhân, thì nhà tư bản có thu được giá trị thặng dư hay không?"
mln,237,all,237,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Trong các nhà kinh điển của chủ nghĩa Mác - Lênin, ai là người khái quát về nguyên nhân ra đời của chủ nghĩa tư bản độc quyền bằng câu: ""tự do cạnh tranh đẻ ra "
mln,239,all,239,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Sự khác biệt về mục tiêu giữa kinh tế thị trường định hướng xã hội chủ nghĩa với kinh tế thị trường tư bản chủ nghĩa là gì? (lựa chọn ba đáp án)"
mln,240,all,240,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Mục đích trực tiếp của nền sản xuất tư bản chủ nghĩa là gì?"
mln,241,all,241,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Các hình thức cơ bản của địa tô tư bản chủ nghĩa"
mln,242,all,242,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Sự ra đời của chủ nghĩa tư bản độc quyền nhà nước nhằm:"
mln,243,all,243,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Trong lĩnh vực chính trị, các chính phụ nghị viện tự sản hiện đại được tổ chức giống với mô hình nào?"
mln,244,all,244,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Trong giai đoạn chủ nghĩa tư bản cạnh tranh tự do, quy luật giá trị thặng dư biểu hiện thành quy luật."
mln,245,all,245,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Hai hình thức của tiền công cơ bản:"
mln,246,all,246,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Có hai hình thức trả tiền công của nhà tư bản đó là"
mln,247,all,247,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_khop_dap_an_tail","Chọn ý đúng về tăng NSLĐ và tăng cường độ lao động:"
mln,248,all,248,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Công thức chung của tư bản phản ánh:"
mln,249,all,249,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Tuần hoàn tư bản công nghiệp là sự thống nhất của ba hình thái tuần hoàn:"
mln,250,all,250,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Nguồn gốc chủ yếu của tích lũy tư bản là:"
mln,251,all,251,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Tiền lương tính theo sản phẩm là:"
mln,252,all,252,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Mức độ giàu có của xã hội phụ thuộc chủ yếu vào:"
mln,253,all,253,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Tư bản bất biến (c) và tư bản khả biến (v) thuộc phạm trù tư bản nào?"
mln,254,all,254,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Tiền công tư bản có hai hình thức đó là"
mln,255,all,255,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Chủ nghĩa tư bản độc quyền nhà nước hình thành rõ nét từ:"
mln,256,all,256,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Về lượng tỷ suất lợi nhuận (p') là:"
mln,257,all,257,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Giá trị thặng dư tương đối có được do:"
mln,258,all,258,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Tập trung tư bản là:"
mln,259,all,259,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Thế nào là lao động cụ thể?"
mln,260,all,260,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Xét về giá trị của hàng hóa, hàng hóa càng khan hiếm thì"
mln,261,all,261,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Các phương thức sản xuất nối tiếp nhau trong lịch sử theo trình tự nào?"
mln,262,all,262,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Sản xuất hàng hoá xuất hiện dựa trên:"
mln,263,all,263,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Sức lao động là:"
mln,264,all,264,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Tư bản khả biến (V) là:"
mln,265,all,265,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Giá trị sức lao động được đo gián tiếp bằng:"
mln,266,all,266,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Mâu thuẫn cơ bản của sản xuất hàng hóa là gì?"
mln,267,all,267,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Hai hàng hoá trao đổi được với nhau vì:"
mln,268,all,268,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Khi nghiên cứu phương thức sản xuất TBCN, C.Mác bắt đầu từ"
mln,269,all,269,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Trong những trường hợp nào sau đây của hao phí lao động cá biệt, trường hợp nào không đáp ứng yêu cầu của quy luật giá trị?"
mln,270,all,270,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Giá trị sử dụng của hàng hóa sức lao động được coi là:"
mln,271,all,271,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Phân công lao động xã hội được xác định là"
mln,272,all,272,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Giá trị xã hội của hàng hoá công nghiệp và nông nghiệp giống nhau ở chỗ dựa trên:"
mln,273,all,273,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Trên giác độ KTCT, chi phí sản xuất tư bản được quan điểm là:"
mln,275,all,275,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Quan hệ cung cầu thuộc khâu nào của quá trình tái sản xuất xã hội?"
mln,276,all,276,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Khi nào tiền tệ ra đời?"
mln,277,all,277,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Chọn định nghĩa chính xác về tư bản:"
mln,278,all,278,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Vì sao hàng hóa có hai thuộc tính là giá trị và giá trị sử dụng?"
mln,279,all,279,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Căn cứ vào đâu để phân chia tư bản cố định và tư bản lưu động?"
mln,280,all,280,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Thuật ngữ ""kinh tế- chính trị"" được sử dụng lần đầu tiên vào năm nào?"
mln,281,all,281,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Ai là người đầu tiên đưa ra khái niệm ""kinh tế- chính trị""?"
mln,283,all,283,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Thế nào là sản xuất tự cung, tự cấp?"
mln,284,all,284,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Thế nào là lao động phức tạp?"
mln,285,all,285,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Khi lạm phát phi mã xảy ra, hình thức sử dụng tiền nào có lợi nhất?"
mln,286,all,286,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Điều kiện để tiền biến thành tư bản là:"
mln,287,all,287,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Quy luật kinh tế cơ bản của chủ nghĩa tư bản là"
mln,289,all,289,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Học thuyết kinh tế nào của C.Mác được coi là hòn đá tảng"
mln,290,all,290,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_khop_dap_an_tail","Điều kiện để ra đời và tồn tại của sản xuất hàng hóa:"
mln,291,all,291,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Lượng giá trị của hàng hóa là yếu tố"
mln,292,all,292,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Về bản chất lợi nhuận và giá trị thặng dư đều là:"
mln,293,all,293,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Điểm giống nhau giữa tăng năng suất lao động và tăng cường độ lao động?"
mln,294,all,294,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Dựa vào căn cứ nào để chia tư bản thành tư bản bất biến và tư bản khả biến (c & v)"
mln,295,all,295,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Tư bản bất biến"
mln,296,all,296,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Giá trị thặng dư là:"
mln,297,all,297,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Giá trị sử dụng của hàng hóa là khái niệm dùng để chỉ"
mln,298,all,298,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Nguồn gốc của giá trị hàng hóa được tạo ra từ đầu?"
mln,299,all,299,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Chọn phương án đúng về quy luật kinh tế:"
mln,300,all,300,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Trong các yếu tố sau đây, yếu tố nào được xác định là thực thể giá trị của hàng hóa?"
mln,301,all,301,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Hao mòn hữu hình là:"
mln,302,all,302,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Trong thời đại ngày nay, lực lượng sản xuất bao gồm các yếu tố nào?"
mln,303,all,303,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Đảng cộng sản Việt Nam là đảng cầm quyền do yếu tố nào sau đây quy định?"
mln,304,all,304,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Thông qua việc giải quyết các quan hệ nào để từ đó giúp cho các chủ thể trong xã hội vận dụng các quy luật kinh tế, tạo động lực để không ngừng sáng tạo, ển toà"
mln,305,all,305,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Về lượng (hỏi về lượng) tỷ suất lợi nhuận (p') là:"
mln,306,all,306,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Quy luật căn bản của sản xuất và lưu thông hàng hóa là quy luật nào?"
mln,307,all,307,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Tư liệu lao động gồm có:"
mln,308,all,308,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Những chức năng nào của tiền tệ đòi hỏi phải có tiền vàng?"
mln,309,all,309,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Theo kinh tế - chính trị Mác - Lênin, loại tiền nào có chức năng cất trữ?"
mln,310,all,310,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Mục tiêu của kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam là gì? Chọn hai đáp án."
mln,311,all,311,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Mục tiêu phát triển kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam bao gồm những giá trị nào?"
mln,312,all,312,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Thế nào là phân công lao động xã hội?"
mln,313,all,313,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Tái sản xuất tư bản gồm có hai hình thức cơ bản đó là"
mln,314,all,314,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Giá trị sử dụng của hàng hóa phản ánh tính chất nào sau đây"
mln,315,all,315,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Quá trình sản xuất tư bản là quá trình sản xuất"
mln,316,all,316,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Trong kinh tế hàng hóa, lạm phát là hiện tượng kinh tế"
mln,318,all,318,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Chi phí sản xuất tư bản tính bằng công thức nào sau đây"
mln,319,all,319,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Tích lũy tư bản là xét về bản chất là"
mln,320,all,320,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Trong sản xuất hàng hóa tồn tại song song bao nhiêu mặt"
mln,321,all,321,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Mục đích của sản xuất hàng hóa là thỏa mãn nhu cầu của"
mln,322,all,322,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Chủ nghĩa tư bản ra đời phải có mấy nguyên nhân"
mln,324,all,324,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Ai là người đầu tiên phát minh ra tính hai mặt của lao động sản xuất hàng hóa: lao động cụ thể và lao động trừu tượng?"
mln,325,all,325,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Theo quan điểm của KTCT Mác- Lênin, khủng hoảng kinh tế của chủ nghĩa tư bản mang tính"
mln,327,all,327,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Lượng giá trị hàng hóa nhiều hay ít, cao hay thấp, được xác định như thế nào?"
mln,328,all,328,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Xét về thời gian, kinh tế hàng hóa ra đời sau"
mln,329,all,329,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Mâu thuẫn chung trong công thức chung của tư bản là:"
mln,330,all,330,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Khối lượng giá trị thặng dư (M) được tính bằng công thức"
mln,332,all,332,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Chi phí sản xuất tư bản xét về lượng luôn luôn"
mln,333,all,333,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Chỉ phí sản xuất tư bản tương quan như thế nào với chi phí sản xuất thực tế?"
mln,334,all,334,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Hàng hóa sức lao động ra đời phải dựa trên mấy điều kiện"
mln,336,all,336,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Các nhân tố ảnh hưởng tối lượng giá trị hàng hóa:"
mln,337,all,337,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Tích tụ và tập trung tư bản giống nhau ở"
mln,338,all,338,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Giá trị thặng dư siêu ngạch là hình thức"
mln,339,all,339,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Phương thức sản xuất tư bản chủ nghĩa hình thành và thay thế cho phương thức sản sản xuất nào?"
mln,340,all,340,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Điểm giống nhau giữa địa tô tuyệt đối và địa tô chênh lệch đó là"
mln,341,all,341,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Về mặt lịch sử, các hình thức tổ chức độc quyền cơ bản từ thấp đến cao đó là"
mln,342,all,342,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Nhận định nào sau đây là sai?"
mln,343,all,343,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Tổ chức Hợp tác và Phát triển kinh tế gọi tắt là gì?"
